PairID,Algorithm,X,Y,Z
0,RRT,0.674917,0.00676342,0.997906
0,RRT,0.670788,0.00355199,0.995252
0,RRT,0.666518,0.000487791,0.992475
0,RRT,0.662113,-0.00242458,0.989575
0,RRT,0.657575,-0.00518063,0.986554
0,RRT,0.65291,-0.00777599,0.98341
0,RRT,0.648123,-0.0102064,0.980144
0,RRT,0.643218,-0.0124677,0.976755
0,RRT,0.638201,-0.0145558,0.973245
0,RRT,0.633076,-0.0164669,0.969613
0,RRT,0.627849,-0.0181972,0.965858
0,RRT,0.622525,-0.019743,0.961982
0,RRT,0.617109,-0.0211008,0.957985
0,RRT,0.611608,-0.0222674,0.953866
0,RRT,0.606028,-0.0232394,0.949626
0,RRT,0.600373,-0.0240139,0.945264
0,RRT,0.594651,-0.0245879,0.940782
0,RRT,0.588867,-0.0249586,0.93618
0,RRT,0.583028,-0.0251236,0.931457
0,RRT,0.577139,-0.0250805,0.926614
0,RRT,0.571209,-0.0248269,0.921651
0,RRT,0.565242,-0.0243609,0.91657
0,RRT,0.559246,-0.0236805,0.911369
0,RRT,0.553227,-0.0227841,0.90605
0,RRT,0.547193,-0.0216703,0.900613
0,RRT,0.54115,-0.0203376,0.895058
0,RRT,0.535106,-0.0187851,0.889386
0,RRT,0.529067,-0.0170118,0.883597
0,RRT,0.523041,-0.015017,0.877693
0,RRT,0.517034,-0.0128002,0.871672
0,RRT,0.511054,-0.0103612,0.865538
0,RRT,0.505109,-0.00769981,0.859289
0,RRT,0.499206,-0.00481628,0.852926
0,RRT,0.493351,-0.00171097,0.846451
0,RRT,0.487553,0.00161556,0.839863
0,RRT,0.481819,0.00516246,0.833164
0,RRT,0.476157,0.00892872,0.826355
0,RRT,0.470573,0.012913,0.819437
0,RRT,0.465076,0.0171139,0.812409
0,RRT,0.459672,0.0215297,0.805274
0,RRT,0.45437,0.0261583,0.798033
0,RRT,0.449177,0.0309976,0.790685
0,RRT,0.444099,0.0360451,0.783233
0,RRT,0.439145,0.0412983,0.775678
0,RRT,0.434322,0.046754,0.76802
0,RRT,0.429637,0.0524093,0.760261
0,RRT,0.425098,0.0582608,0.752402
0,RRT,0.42071,0.0643047,0.744445
0,RRT,0.416483,0.0705374,0.73639
0,RRT,0.412423,0.0769525,0.728242
0,RRT,0.408848,0.083002,0.720676
0,RRT,0.405953,0.0882134,0.714242
0,RRT,0.403682,0.0925258,0.708971
0,RRT,0.401984,0.0958913,0.704889
0,RRT,0.40082,0.098274,0.702015
0,RRT,0.400163,0.0996491,0.700362
0,RRT,0.39999,0.100015,0.699922
0,CHOMP,0.221191,-6.3991e-05,0.427976
0,CHOMP,0.220831,0.000833253,0.4285
0,CHOMP,0.219765,0.0035257,0.430077
0,CHOMP,0.218026,0.00801512,0.432724
0,CHOMP,0.215669,0.0143033,0.436472
0,CHOMP,0.212979,0.0217989,0.441
0,CHOMP,0.21041,0.0293255,0.445614
0,CHOMP,0.207971,0.0368474,0.450295
0,CHOMP,0.205665,0.0443613,0.455041
0,CHOMP,0.203489,0.0518636,0.459852
0,CHOMP,0.201445,0.059351,0.464727
0,CHOMP,0.199533,0.0668198,0.469664
0,CHOMP,0.197751,0.0742669,0.474663
0,CHOMP,0.196099,0.0816886,0.479723
0,CHOMP,0.194578,0.0890816,0.484843
0,CHOMP,0.193186,0.0964426,0.490022
0,CHOMP,0.191923,0.103768,0.495259
0,CHOMP,0.190789,0.111055,0.500552
0,CHOMP,0.189782,0.1183,0.5059
0,CHOMP,0.188902,0.125499,0.511303
0,CHOMP,0.188149,0.13265,0.516759
0,CHOMP,0.18752,0.139749,0.522267
0,CHOMP,0.187015,0.146793,0.527825
0,CHOMP,0.186634,0.153779,0.533432
0,CHOMP,0.186375,0.160703,0.539088
0,CHOMP,0.186236,0.167564,0.54479
0,CHOMP,0.186217,0.174356,0.550537
0,CHOMP,0.186316,0.181079,0.556328
0,CHOMP,0.186531,0.187728,0.562161
0,CHOMP,0.186862,0.194301,0.568035
0,CHOMP,0.187307,0.200794,0.573949
0,CHOMP,0.187864,0.207206,0.5799
0,CHOMP,0.188532,0.213533,0.585888
0,CHOMP,0.189309,0.219773,0.59191
0,CHOMP,0.190193,0.225922,0.597966
0,CHOMP,0.191182,0.231979,0.604053
0,CHOMP,0.192275,0.23794,0.61017
0,CHOMP,0.193469,0.243804,0.616316
0,CHOMP,0.194764,0.249568,0.622488
0,CHOMP,0.196155,0.255229,0.628684
0,CHOMP,0.197643,0.260785,0.634904
0,CHOMP,0.199224,0.266233,0.641145
0,CHOMP,0.200896,0.271573,0.647406
0,CHOMP,0.202658,0.276801,0.653684
0,CHOMP,0.204507,0.281915,0.659978
0,CHOMP,0.20644,0.286914,0.666286
0,CHOMP,0.208455,0.291796,0.672607
0,CHOMP,0.210551,0.296558,0.678938
0,CHOMP,0.212724,0.301199,0.685277
0,CHOMP,0.214973,0.305717,0.691622
0,CHOMP,0.217294,0.310111,0.697972
0,CHOMP,0.219686,0.314378,0.704325
0,CHOMP,0.222145,0.318519,0.710678
0,CHOMP,0.22467,0.32253,0.71703
0,CHOMP,0.227257,0.326411,0.723379
0,CHOMP,0.229904,0.33016,0.729722
0,CHOMP,0.232609,0.333777,0.736057
0,CHOMP,0.235369,0.337259,0.742384
0,CHOMP,0.23818,0.340607,0.748698
0,CHOMP,0.241042,0.343819,0.754999
0,CHOMP,0.24395,0.346895,0.761285
0,CHOMP,0.246902,0.349832,0.767552
0,CHOMP,0.249896,0.352632,0.7738
0,CHOMP,0.252928,0.355293,0.780026
0,CHOMP,0.255997,0.357814,0.786228
0,CHOMP,0.259098,0.360196,0.792403
0,CHOMP,0.262231,0.362438,0.79855
0,CHOMP,0.265391,0.364539,0.804667
0,CHOMP,0.268576,0.366499,0.810751
0,CHOMP,0.271783,0.368319,0.816801
0,CHOMP,0.27501,0.369998,0.822814
0,CHOMP,0.278254,0.371536,0.828788
0,CHOMP,0.281513,0.372933,0.83472
0,CHOMP,0.284782,0.37419,0.84061
0,CHOMP,0.288061,0.375307,0.846454
0,CHOMP,0.291346,0.376284,0.852251
0,CHOMP,0.294634,0.377121,0.857998
0,CHOMP,0.297923,0.37782,0.863693
0,CHOMP,0.30121,0.378381,0.869334
0,CHOMP,0.304493,0.378804,0.87492
0,CHOMP,0.307769,0.379091,0.880447
0,CHOMP,0.311035,0.379242,0.885914
0,CHOMP,0.31429,0.379259,0.891319
0,CHOMP,0.31753,0.379141,0.89666
0,CHOMP,0.320753,0.378891,0.901935
0,CHOMP,0.323956,0.37851,0.90714
0,CHOMP,0.327138,0.377998,0.912276
0,CHOMP,0.330296,0.377358,0.917339
0,CHOMP,0.333428,0.37659,0.922327
0,CHOMP,0.336531,0.375696,0.927239
0,CHOMP,0.339602,0.374679,0.932073
0,CHOMP,0.342641,0.373538,0.936826
0,CHOMP,0.345645,0.372277,0.941497
0,CHOMP,0.348611,0.370896,0.946084
0,CHOMP,0.351538,0.369399,0.950584
0,CHOMP,0.354424,0.367786,0.954997
0,CHOMP,0.357267,0.36606,0.95932
0,CHOMP,0.360064,0.364222,0.963551
0,CHOMP,0.362815,0.362276,0.967689
0,CHOMP,0.365516,0.360223,0.971732
0,CHOMP,0.368168,0.358065,0.975678
0,CHOMP,0.370767,0.355805,0.979525
0,CHOMP,0.373312,0.353445,0.983272
0,CHOMP,0.375803,0.350988,0.986917
0,CHOMP,0.378236,0.348436,0.990459
0,CHOMP,0.380612,0.345791,0.993896
0,CHOMP,0.382928,0.343057,0.997226
0,CHOMP,0.385184,0.340235,1.00045
0,CHOMP,0.387378,0.337329,1.00356
0,CHOMP,0.389509,0.334341,1.00656
0,CHOMP,0.391576,0.331275,1.00945
0,CHOMP,0.393578,0.328132,1.01223
0,CHOMP,0.395514,0.324917,1.01489
0,CHOMP,0.397383,0.321631,1.01743
0,CHOMP,0.399185,0.318277,1.01986
0,CHOMP,0.400919,0.31486,1.02217
0,CHOMP,0.402584,0.311381,1.02436
0,CHOMP,0.40418,0.307844,1.02643
0,CHOMP,0.405705,0.304251,1.02837
0,CHOMP,0.407161,0.300607,1.0302
0,CHOMP,0.408546,0.296913,1.0319
0,CHOMP,0.409861,0.293174,1.03347
0,CHOMP,0.411105,0.289391,1.03492
0,CHOMP,0.412278,0.28557,1.03624
0,CHOMP,0.41338,0.281712,1.03744
0,CHOMP,0.414411,0.27782,1.03851
0,CHOMP,0.415371,0.273899,1.03945
0,CHOMP,0.416261,0.269951,1.04026
0,CHOMP,0.417081,0.26598,1.04095
0,CHOMP,0.417832,0.261988,1.0415
0,CHOMP,0.418513,0.257979,1.04192
0,CHOMP,0.419125,0.253957,1.04221
0,CHOMP,0.419669,0.249923,1.04237
0,CHOMP,0.420146,0.245882,1.0424
0,CHOMP,0.420557,0.241837,1.0423
0,CHOMP,0.420901,0.23779,1.04207
0,CHOMP,0.421181,0.233746,1.04171
0,CHOMP,0.421397,0.229706,1.04121
0,CHOMP,0.421551,0.225675,1.04058
0,CHOMP,0.421642,0.221655,1.03983
0,CHOMP,0.421674,0.217649,1.03894
0,CHOMP,0.421646,0.213661,1.03791
0,CHOMP,0.421561,0.209693,1.03676
0,CHOMP,0.421419,0.205748,1.03548
0,CHOMP,0.421222,0.20183,1.03407
0,CHOMP,0.420972,0.197941,1.03253
0,CHOMP,0.420671,0.194084,1.03086
0,CHOMP,0.420319,0.190262,1.02906
0,CHOMP,0.419919,0.186477,1.02714
0,CHOMP,0.419473,0.182733,1.02508
0,CHOMP,0.418981,0.179031,1.0229
0,CHOMP,0.418448,0.175375,1.0206
0,CHOMP,0.417873,0.171767,1.01817
0,CHOMP,0.41726,0.16821,1.01562
0,CHOMP,0.41661,0.164707,1.01294
0,CHOMP,0.415925,0.161258,1.01015
0,CHOMP,0.415208,0.157868,1.00723
0,CHOMP,0.41446,0.154537,1.0042
0,CHOMP,0.413685,0.151269,1.00104
0,CHOMP,0.412883,0.148065,0.997772
0,CHOMP,0.412059,0.144928,0.994386
0,CHOMP,0.411213,0.141859,0.990886
0,CHOMP,0.410348,0.138861,0.987274
0,CHOMP,0.409468,0.135936,0.983551
0,CHOMP,0.408573,0.133084,0.979719
0,CHOMP,0.407667,0.130308,0.975778
0,CHOMP,0.406752,0.12761,0.971732
0,CHOMP,0.405831,0.12499,0.967581
0,CHOMP,0.404906,0.122452,0.963328
0,CHOMP,0.403979,0.119995,0.958973
0,CHOMP,0.403054,0.117621,0.95452
0,CHOMP,0.402133,0.115332,0.94997
0,CHOMP,0.401218,0.113129,0.945324
0,CHOMP,0.400312,0.111012,0.940586
0,CHOMP,0.399418,0.108983,0.935756
0,CHOMP,0.398538,0.107043,0.930838
0,CHOMP,0.397675,0.105192,0.925833
0,CHOMP,0.396832,0.103432,0.920743
0,CHOMP,0.39601,0.101762,0.91557
0,CHOMP,0.395213,0.100184,0.910318
0,CHOMP,0.394444,0.0986983,0.904988
0,CHOMP,0.393704,0.0973046,0.899582
0,CHOMP,0.392996,0.0960036,0.894102
0,CHOMP,0.392323,0.0947956,0.888552
0,CHOMP,0.391688,0.0936806,0.882934
0,CHOMP,0.391093,0.0926588,0.877249
0,CHOMP,0.390539,0.0917302,0.871502
0,CHOMP,0.390031,0.0908946,0.865693
0,CHOMP,0.38957,0.0901519,0.859826
0,CHOMP,0.389158,0.0895018,0.853902
0,CHOMP,0.388798,0.0889439,0.847926
0,CHOMP,0.388492,0.0884779,0.841899
0,CHOMP,0.388243,0.0881032,0.835824
0,CHOMP,0.388052,0.0878192,0.829703
0,CHOMP,0.387922,0.0876252,0.82354
0,CHOMP,0.387855,0.0875205,0.817337
0,CHOMP,0.387854,0.0875044,0.811096
0,CHOMP,0.387919,0.0875758,0.80482
0,CHOMP,0.388053,0.0877338,0.798513
0,CHOMP,0.388258,0.0879774,0.792176
0,CHOMP,0.388537,0.0883054,0.785813
0,CHOMP,0.388889,0.0887167,0.779426
0,CHOMP,0.389319,0.0892099,0.773018
0,CHOMP,0.389826,0.0897838,0.766591
0,CHOMP,0.390414,0.090437,0.760149
0,CHOMP,0.391082,0.091168,0.753694
0,CHOMP,0.391834,0.0919753,0.747229
0,CHOMP,0.39267,0.0928574,0.740757
0,CHOMP,0.393591,0.0938125,0.73428
0,CHOMP,0.3946,0.094839,0.727801
0,CHOMP,0.395697,0.0959351,0.721323
0,CHOMP,0.396883,0.0970991,0.714848
0,CHOMP,0.398059,0.0982332,0.708871
0,CHOMP,0.398989,0.099116,0.704412
0,CHOMP,0.399621,0.0997097,0.701498
0,CHOMP,0.399925,0.0999937,0.700126
0,CHOMP,0.399951,0.100018,0.700009
1,RRT,0.221195,6.60486e-05,0.427845
1,RRT,0.220892,-0.00124636,0.428987
1,RRT,0.220009,-0.00518954,0.43242
1,RRT,0.218625,-0.0117804,0.438164
1,RRT,0.216872,-0.0210442,0.446249
1,RRT,0.215065,-0.0321334,0.455948
1,RRT,0.213561,-0.0433159,0.465757
1,RRT,0.212371,-0.0545355,0.475631
1,RRT,0.211497,-0.0657833,0.485568
1,RRT,0.210941,-0.0770503,0.495564
1,RRT,0.210704,-0.0883274,0.505618
1,RRT,0.210788,-0.0996056,0.515726
1,RRT,0.211192,-0.110876,0.525885
1,RRT,0.211919,-0.122128,0.536092
1,RRT,0.212967,-0.133354,0.546344
1,RRT,0.214338,-0.144544,0.556639
1,RRT,0.21603,-0.155689,0.566973
1,RRT,0.218043,-0.166779,0.577343
1,RRT,0.220377,-0.177805,0.587747
1,RRT,0.223029,-0.188758,0.598181
1,RRT,0.225999,-0.199628,0.608642
1,RRT,0.229285,-0.210407,0.619127
1,RRT,0.232885,-0.221085,0.629633
1,RRT,0.236796,-0.231653,0.640157
1,RRT,0.241016,-0.242102,0.650696
1,RRT,0.245541,-0.252422,0.661246
1,RRT,0.250369,-0.262606,0.671804
1,RRT,0.255497,-0.272643,0.682368
1,RRT,0.260919,-0.282526,0.692934
1,RRT,0.266633,-0.292246,0.703499
1,RRT,0.272634,-0.301793,0.714059
1,RRT,0.278917,-0.31116,0.724612
1,RRT,0.285478,-0.320339,0.735154
1,RRT,0.292311,-0.329321,0.745683
1,RRT,0.299411,-0.338098,0.756194
1,RRT,0.306773,-0.346662,0.766686
1,RRT,0.31439,-0.355007,0.777154
1,RRT,0.322256,-0.363123,0.787595
1,RRT,0.330365,-0.371005,0.798006
1,RRT,0.33871,-0.378644,0.808385
1,RRT,0.347285,-0.386034,0.818728
1,RRT,0.356082,-0.393169,0.829031
1,RRT,0.365095,-0.400041,0.839292
1,RRT,0.374315,-0.406645,0.849507
1,RRT,0.383734,-0.412974,0.859674
1,RRT,0.393346,-0.419022,0.869789
1,RRT,0.403142,-0.424785,0.879849
1,RRT,0.413114,-0.430256,0.889851
1,RRT,0.423253,-0.43543,0.899792
1,RRT,0.433551,-0.440304,0.909668
1,RRT,0.443998,-0.444871,0.919478
1,RRT,0.454587,-0.449128,0.929218
1,RRT,0.465308,-0.453071,0.938884
1,RRT,0.476152,-0.456696,0.948474
1,RRT,0.487109,-0.46,0.957985
1,RRT,0.498171,-0.462979,0.967415
1,RRT,0.509327,-0.46563,0.976759
1,RRT,0.520568,-0.467951,0.986015
1,RRT,0.531885,-0.46994,0.995181
1,RRT,0.543268,-0.471594,1.00425
1,RRT,0.554706,-0.472912,1.01323
1,RRT,0.56619,-0.473892,1.02211
1,RRT,0.577711,-0.474534,1.03088
1,RRT,0.589257,-0.474836,1.03955
1,RRT,0.60082,-0.474798,1.04812
1,RRT,0.612388,-0.47442,1.05657
1,RRT,0.623953,-0.473702,1.06491
1,RRT,0.635503,-0.472643,1.07314
1,RRT,0.64703,-0.471246,1.08125
1,RRT,0.658522,-0.469512,1.08924
1,RRT,0.66997,-0.46744,1.09711
1,RRT,0.681365,-0.465034,1.10485
1,RRT,0.692696,-0.462294,1.11247
1,RRT,0.703953,-0.459224,1.11995
1,RRT,0.715126,-0.455826,1.12731
1,RRT,0.726207,-0.452103,1.13453
1,RRT,0.737185,-0.448058,1.14161
1,RRT,0.748051,-0.443694,1.14856
1,RRT,0.758796,-0.439015,1.15536
1,RRT,0.769409,-0.434025,1.16203
1,RRT,0.779883,-0.428729,1.16855
1,RRT,0.790208,-0.423131,1.17492
1,RRT,0.800375,-0.417237,1.18114
1,RRT,0.810376,-0.41105,1.18722
1,RRT,0.820201,-0.404577,1.19314
1,RRT,0.829843,-0.397823,1.19891
1,RRT,0.839294,-0.390795,1.20452
1,RRT,0.848545,-0.383498,1.20998
1,RRT,0.857588,-0.375939,1.21528
1,RRT,0.866416,-0.368124,1.22042
1,RRT,0.875022,-0.360061,1.22539
1,RRT,0.883398,-0.351756,1.23021
1,RRT,0.891537,-0.343218,1.23486
1,RRT,0.899433,-0.334453,1.23934
1,RRT,0.907079,-0.325469,1.24366
1,RRT,0.914468,-0.316274,1.2478
1,RRT,0.921595,-0.306877,1.25178
1,RRT,0.928455,-0.297286,1.25559
1,RRT,0.93504,-0.287508,1.25923
1,RRT,0.941347,-0.277554,1.26269
1,RRT,0.947369,-0.267431,1.26598
1,RRT,0.953103,-0.257149,1.2691
1,RRT,0.958544,-0.246717,1.27204
1,RRT,0.963688,-0.236144,1.2748
1,RRT,0.968531,-0.22544,1.27739
1,RRT,0.97307,-0.214613,1.27981
1,RRT,0.9773,-0.203674,1.28204
1,RRT,0.98122,-0.192631,1.2841
1,RRT,0.984826,-0.181496,1.28597
1,RRT,0.988116,-0.170277,1.28767
1,RRT,0.991088,-0.158985,1.28919
1,RRT,0.99374,-0.14763,1.29053
1,RRT,0.996071,-0.136221,1.29169
1,RRT,0.99808,-0.124768,1.29267
1,RRT,0.999765,-0.113282,1.29347
1,RRT,1.00113,-0.101773,1.29409
1,RRT,1.00216,-0.0902501,1.29453
1,RRT,1.00288,-0.0787242,1.2948
1,RRT,1.00327,-0.0672051,1.29488
1,RRT,1.00334,-0.0557029,1.29478
1,RRT,1.00308,-0.0442274,1.2945
1,RRT,1.00251,-0.0327887,1.29405
1,RRT,1.00161,-0.0213967,1.29341
1,RRT,1.0004,-0.0100612,1.2926
1,RRT,0.998876,0.00120816,1.29161
1,RRT,0.997038,0.0124016,1.29045
1,RRT,0.994891,0.0235095,1.28911
1,RRT,0.992437,0.0345224,1.28759
1,RRT,0.98968,0.045431,1.2859
1,RRT,0.986624,0.0562259,1.28403
1,RRT,0.983273,0.0668982,1.282
1,RRT,0.97963,0.0774386,1.27979
1,RRT,0.975701,0.0878386,1.27741
1,RRT,0.97149,0.0980892,1.27486
1,RRT,0.967003,0.108182,1.27214
1,RRT,0.962243,0.118109,1.26925
1,RRT,0.957218,0.127861,1.2662
1,RRT,0.951932,0.137431,1.26299
1,RRT,0.946393,0.146811,1.25961
1,RRT,0.940605,0.155993,1.25606
1,RRT,0.934575,0.16497,1.25236
1,RRT,0.928311,0.173734,1.2485
1,RRT,0.921819,0.182279,1.24448
1,RRT,0.915106,0.190599,1.24031
1,RRT,0.908179,0.198685,1.23598
1,RRT,0.901046,0.206533,1.2315
1,RRT,0.893715,0.214135,1.22686
1,RRT,0.886193,0.221488,1.22208
1,RRT,0.878489,0.228583,1.21715
1,RRT,0.870609,0.235418,1.21208
1,RRT,0.862564,0.241986,1.20687
1,RRT,0.854361,0.248283,1.20151
1,RRT,0.846008,0.254304,1.19601
1,RRT,0.837515,0.260045,1.19038
1,RRT,0.828891,0.265503,1.18461
1,RRT,0.820143,0.270673,1.17871
1,RRT,0.811281,0.275553,1.17268
1,RRT,0.802315,0.280139,1.16652
1,RRT,0.793252,0.284428,1.16024
1,RRT,0.784103,0.288419,1.15383
1,RRT,0.774877,0.292108,1.1473
1,RRT,0.765583,0.295494,1.14065
1,RRT,0.75623,0.298576,1.13389
1,RRT,0.746828,0.301351,1.12702
1,RRT,0.737386,0.30382,1.12003
1,RRT,0.727914,0.305981,1.11293
1,RRT,0.71842,0.307834,1.10573
1,RRT,0.708915,0.309379,1.09843
1,RRT,0.699407,0.310616,1.09102
1,RRT,0.689906,0.311546,1.08352
1,RRT,0.680421,0.312169,1.07592
1,RRT,0.670962,0.312486,1.06823
1,RRT,0.661537,0.312498,1.06045
1,RRT,0.652157,0.312209,1.05258
1,RRT,0.642828,0.311618,1.04463
1,RRT,0.633562,0.310729,1.0366
1,RRT,0.624366,0.309543,1.0285
1,RRT,0.615249,0.308064,1.02031
1,RRT,0.606221,0.306295,1.01206
1,RRT,0.597289,0.304239,1.00373
1,RRT,0.588461,0.301899,0.995341
1,RRT,0.579747,0.299279,0.986887
1,RRT,0.571154,0.296383,0.978372
1,RRT,0.56269,0.293216,0.969801
1,RRT,0.554364,0.289782,0.961175
1,RRT,0.546182,0.286085,0.952498
1,RRT,0.538152,0.282131,0.943773
1,RRT,0.530281,0.277925,0.935004
1,RRT,0.522577,0.273473,0.926192
1,RRT,0.515046,0.268779,0.917341
1,RRT,0.507695,0.26385,0.908455
1,RRT,0.500531,0.258691,0.899536
1,RRT,0.49356,0.25331,0.890588
1,RRT,0.486788,0.247712,0.881613
1,RRT,0.48022,0.241904,0.872615
1,RRT,0.473863,0.235892,0.863596
1,RRT,0.467722,0.229684,0.854561
1,RRT,0.461801,0.223286,0.845512
1,RRT,0.456107,0.216706,0.836451
1,RRT,0.450643,0.20995,0.827383
1,RRT,0.445413,0.203027,0.81831
1,RRT,0.440423,0.195944,0.809236
1,RRT,0.435676,0.188709,0.800163
1,RRT,0.431176,0.181328,0.791094
1,RRT,0.426925,0.173811,0.782033
1,RRT,0.422928,0.166165,0.772983
1,RRT,0.419186,0.158398,0.763946
1,RRT,0.415703,0.150517,0.754926
1,RRT,0.412481,0.142532,0.745926
1,RRT,0.409522,0.13445,0.736948
1,RRT,0.406828,0.12628,0.727996
1,RRT,0.4044,0.118029,0.719073
1,RRT,0.402453,0.110582,0.711112
1,RRT,0.401161,0.105083,0.705286
1,RRT,0.4004,0.101569,0.701586
1,RRT,0.400087,0.100059,0.7
1,RRT,0.400074,0.0999948,0.699934
1,CHOMP,0.221215,-1.52586e-05,0.4279
1,CHOMP,0.221002,-0.0012445,0.429083
1,CHOMP,0.220388,-0.00493278,0.432639
